法人番号,会社名,都道府県,市区町村,番地,郵便番号,公式URL,ECサイトURL,業種判定
1140001073963,株式会社鈴与カーゴサービス西日本,兵庫県,西宮市,西宮浜１丁目２番地,6620934,https://www.suzuyo-scs.co.jp/base/26332/,https://www.suzuyo-scs.co.jp/base/26332/,食品・飲料、コスメ・美容、雑貨・インテリア
1140001073971,Ｒｔ相続・贈与コンサルティング株式会社,兵庫県,西宮市,戸田町１番２０号ホワイトビル西宮,6620916,https://companyinformation.jp/corp/1140001073971/,,食品・飲料
1140001073988,株式会社貢喜,兵庫県,西宮市,浜松原町１番２８号,6620923,https://kou-ki.jp/,https://sekimiki-online.jp/,アパレル・ファッション
1140001074012,株式会社クロスウェーブ,兵庫県,西宮市,古川町２番２５−１００６号,6638185,https://cross-web.co.jp/,https://xwave.okinawa/,食品・飲料、スポーツ・アウトドア、健康・サプリ
1140001074020,株式会社ＭＭクリエイト,兵庫県,西宮市,南越木岩町１０番３号,6620075,https://mmcrco.co.jp/company/,,食品・飲料、雑貨・インテリア
1140001074037,株式会社ウィング,兵庫県,西宮市,宮前町４−５,6620947,https://weing.co.jp/,https://wing-hobby.com/,食品・飲料、ペット・園芸
1140001074078,株式会社リ・クラ,兵庫県,西宮市,大谷町１１番２３−４０１号,6620054,https://reqlus.jp/,https://reqlus.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア、健康・サプリ
1140001074111,ローウェル通信システム株式会社,兵庫県,西宮市,羽衣町５番１７−２０１号,6620051,https://www.metals.proterial.com/,,健康・サプリ
1140001074128,株式会社インフィニティー,兵庫県,西宮市,甲子園口６丁目１６番２２号,6638113,https://infinityhair-group.com/,https://infinityofficial.jp/,コスメ・美容
1140001074136,株式会社Ｖ＆Ａ　Ｊａｐａｎ,兵庫県,西宮市,弓場町９番３号,6620964,https://vajapan.jp/,https://vatokyo.com/,食品・飲料
1140001074169,サイメン株式会社,兵庫県,西宮市,甲子園口北町２５番１５号,6638112,https://www.siemens.com/ja-jp/,https://www.siemens.com/ja-jp/,食品・飲料、アパレル・ファッション、ペット・園芸
1140001074177,株式会社ユーサポートデスク,兵庫県,西宮市,戸田町６番１号,6620916,https://ubsupport.co.jp/,,ペット・園芸
1140001074185,株式会社ＭＡＳＴＥＲ’Ｓ,兵庫県,西宮市,里中町１丁目８番１５号,6638183,https://www.masters.co.jp/,,健康・サプリ
1140001074210,株式会社甲陽テクノ,兵庫県,西宮市,甲陽園本庄町５番２６号スリーゼ甲陽園１０１号,6620015,http://www.koyo-k.jp/,http://www.koyo-k.jp/,コスメ・美容
1140001074243,株式会社エコスタイル,兵庫県,西宮市,甲子園口６丁目１６番１８号,6638113,https://www.eco-st.co.jp/,https://style-eco.shop/,食品・飲料、ペット・園芸
1140001074251,株式会社Ｗｏｎｄｅｒｗａｌｌｓ,兵庫県,西宮市,鷲林寺南町２４番６号,6620002,https://wonderwalls.co.jp/,https://www.city.edogawa.tokyo.jp/shouhisya_center/keihatsu/0205netitiran3.html,雑貨・インテリア
1140001074292,株式会社イデア,兵庫県,西宮市,若山町８番３５−４０７号,6638016,https://www.ideaco-web.com/,https://www.ideaco-web.com/,雑貨・インテリア
1140001074326,株式会社アイル,兵庫県,西宮市,甲子園口２丁目２７番１０号,6638113,https://www.ill.co.jp/,https://www.ill.co.jp/,アパレル・ファッション、雑貨・インテリア、ペット・園芸
1140001074350,株式会社フロンティア・マネジメント,兵庫県,西宮市,櫨塚町３番４号,6620854,https://www.frontier-mgmt.com/,,アパレル・ファッション
1140001074359,株式会社ファイブカンパニー,兵庫県,西宮市,苦楽園一番町２番６２号,6620083,https://five-group.co.jp/,,食品・飲料
1140001074383,株式会社Ｖｉｓｉｏｎ,兵庫県,西宮市,神垣町４番２１−２０５号,6620865,https://vision-group.co.jp/,https://www.vision-megane.co.jp/,アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア、健康・サプリ
1140001074391,アーテックサーキュレーション株式会社,兵庫県,西宮市,門前町２−３１−２０９,6638013,https://www.artec-kk.co.jp/,,食品・飲料、アパレル・ファッション
1140001074409,株式会社パピルスサービス,兵庫県,西宮市,山口町阪神流通センター１丁目２１,6511431,https://papyrus1124.com/,https://a-price.jp/,食品・飲料、雑貨・インテリア、ペット・園芸、健康・サプリ
1140001074474,株式会社つばめ薬局,兵庫県,西宮市,市庭町７番１７号,6620975,https://tsubame-ph.co.jp/,,健康・サプリ
1140001074482,株式会社タフ＆テンダー,兵庫県,西宮市,御茶家所町２番１４号プリマヴェーラ夙川２０３号,6620961,https://studioportefp.com/about,,食品・飲料
1140001074516,株式会社ライフコーポレーション,兵庫県,西宮市,高木東町２４番１５号,6638033,https://www.lifecorp.jp/,https://www.lifecorp.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001074549,株式会社ＩＣアソシエイト,兵庫県,西宮市,奥畑１番２７−２０７号,6620022,http://www.ic-associate.com/,,アパレル・ファッション
1140001074565,株式会社ｒｉｃｈｅ,兵庫県,西宮市,門戸東町４番１１号,6620824,https://www.richee.jp/,https://www.richell-shop.jp/,アパレル・ファッション、コスメ・美容、ペット・園芸
1140001074615,株式会社ムーブル,兵庫県,西宮市,神楽町７番２４号,6620977,https://www.meuble.jp/,https://brand-meuble.jp/,雑貨・インテリア
1140001074623,アセットアライブ株式会社,兵庫県,西宮市,今津山中町１番２２−４０６号,6638211,https://www.asset-alive.com/,,食品・飲料
1140001074656,株式会社ＭＫｃｏｍｍｕｎｉｔｙ,兵庫県,西宮市,若山町１０番１８−３０２号,6638016,https://538ko-yo.net/,https://www.city.edogawa.tokyo.jp/shouhisya_center/keihatsu/0205netitiran3.html,食品・飲料
1140001074714,株式会社たにぐく,兵庫県,西宮市,中屋町６番１８号,6620868,https://www.seseragi.co.jp/,,食品・飲料、アパレル・ファッション、コスメ・美容、雑貨・インテリア、ペット・園芸
1140001074722,株式会社ＳＹＫ,兵庫県,西宮市,弓場町３番７−３０１号,6620964,https://inc-syk.com/,https://www.suzukiyushi.co.jp/,食品・飲料、コスメ・美容、ペット・園芸
1140001074739,株式会社じねん,兵庫県,西宮市,甲風園２丁目１０番１８号,6620832,https://jinnen.co.jp/,https://www.jinenjosoba.co.jp/,食品・飲料、スポーツ・アウトドア、ペット・園芸
1140001074771,ＭＡＲＳ株式会社,兵庫県,西宮市,甲子園浦風町８番１７−２１６号,6638165,https://www.mars.com/ja-jp,,食品・飲料、ペット・園芸、健康・サプリ
1140001074805,エール株式会社,兵庫県,西宮市,生瀬町１丁目１３番７号,6691102,https://yell-world.jp/,,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001074821,株式会社プレセデ,兵庫県,西宮市,室川町６番１０号楽ｃｉｔｙ３階,6620863,https://www.pleiades-net.co.jp/,,食品・飲料
1140001074854,株式会社フェアリンク,兵庫県,西宮市,甲子園口１丁目９番１８号,6638113,https://www.fairlink.co.jp/,,アパレル・ファッション
1140001077840,株式会社サラックス,兵庫県,西宮市,産所町６番６号,6620978,https://www.salux.co.jp/,https://www.salux.co.jp/,アパレル・ファッション
1140001077865,株式会社グリーンフィールド,兵庫県,西宮市,甲子園六番町６番１６号,6638176,https://gfield.co.jp/,https://gfield.co.jp/,食品・飲料、アパレル・ファッション、コスメ・美容、ペット・園芸
1140001077873,株式会社スマートイーグル,兵庫県,西宮市,松籟荘９番２１号,6620822,https://www.eaglevision.jp/evstation/,https://www.eaglevision.jp/evstation/,アパレル・ファッション、スポーツ・アウトドア
1140001081801,株式会社トーカン,兵庫県,西宮市,西宮浜１丁目４６番地,6620934,http://www.tokan-g.co.jp/,http://www.tokan-netshop.jp/,食品・飲料、健康・サプリ
1140001083673,株式会社アリオン,兵庫県,西宮市,甲東園１丁目１番６−４０８号,6620812,https://www.allion.co.jp/,https://www.allion.co.jp/news-center/fixture-shop/,アパレル・ファッション
1140001084085,株式会社Ｕ−Ｊｉｅ,兵庫県,西宮市,西波止町１番１６号,6620933,https://u-jie.jp/,https://ujoh.official.ec/categories/2412522,食品・飲料
1140001086354,株式会社ＬＢＣ,兵庫県,西宮市,南越木岩町７番１３−１０１号,6620075,https://lbc-group-inc.com/about/,https://tokyodesignchannel.com/c/lbc/alllbc,ペット・園芸
1140001086404,株式会社アールコーポレーション,兵庫県,西宮市,門戸荘１４番１４号,6620825,https://www.rcorp.jp/index.html,,ペット・園芸
1140001086552,株式会社ＫＹＯＲＡＫＵ,兵庫県,西宮市,屋敷町６番７号メゾン・フィオレ１０３号,6620963,https://www.kyoraku.co.jp/,https://www.kyoraku.co.jp/,食品・飲料、雑貨・インテリア
1140001086627,株式会社ウエスト,兵庫県,西宮市,甲東園１丁目５番４１号甲東園小島ビル３階,6620812,https://west-lock.co.jp/,https://west-lock.co.jp/,アパレル・ファッション
1140001086718,株式会社りん,兵庫県,西宮市,山口町名来２丁目７番２１号,6511411,https://www.kirin.co.jp/,https://www.kirin.co.jp/,食品・飲料、スポーツ・アウトドア、健康・サプリ
1140001087369,株式会社ＳＹＯＫＵＮＩＮ,兵庫県,西宮市,甲陽園本庄町５番１７号,6620015,https://www.shokunin.com/,https://www.shokunin.com/,食品・飲料、雑貨・インテリア
1140001087996,株式会社はなまりも,兵庫県,西宮市,与古道町３−２９−２０１,6620917,https://www.honzou.jp/,https://www.honzou.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア、ペット・園芸、健康・サプリ
1140001088516,株式会社Ｇ・Ｎ・Ｉ建築設計,兵庫県,西宮市,桜谷町１１番１３号,6620032,https://gsekkei.jp/,,雑貨・インテリア、ペット・園芸
1140001088648,株式会社リトルグローヴＰＭ,兵庫県,西宮市,苦楽園五番町１番６０号,6620087,https://littlegrove.co.jp/,,ペット・園芸
1140001088730,株式会社シーズ,兵庫県,西宮市,学文殿町１丁目９番２１号２０２,6638182,https://www.seeds.co.jp/,,食品・飲料
1140001089118,株式会社サニークリエイト,兵庫県,西宮市,鳴尾町３丁目２番７号,6638184,https://sunny-creative.com/home/company/,https://sunny-creative.com/home/company/,アパレル・ファッション
1140001089241,株式会社フラワーズ,兵庫県,西宮市,南越木岩町８番１３号,6620075,https://flowr.jp/,https://www.flowers-do.jp/,ペット・園芸
1140001089803,株式会社ＳＳＢ,兵庫県,西宮市,上田西町３番４３−３０８号,6638135,http://www.ssbnet.co.jp/,https://ssbjapan.com/,アパレル・ファッション
1140001089919,甲南プレミアム株式会社,兵庫県,西宮市,室川町６−１０Ｔ．ＴＢＯＷＬトマト西宮,6620863,https://www.kounan.ne.jp/,https://www.kounan.ne.jp/,食品・飲料
1140001090026,株式会社イーグルエステート,兵庫県,西宮市,津門稲荷町７番２４号リセス津門稲荷１Ｆ,6638247,http://www.eagle-estate.net/,,食品・飲料、アパレル・ファッション
1140001090447,林興産株式会社,兵庫県,西宮市,苦楽園四番町３番３３号,6620088,https://www.hayashi-kousan.co.jp/,https://www.lixil-online.com/search/searchlist/,食品・飲料、ペット・園芸
1140001090728,株式会社ヤマモトハウジング,兵庫県,西宮市,羽衣町４番２３−１４号,6620051,http://h-yamamoto.com/,,アパレル・ファッション
1140001090736,株式会社ゼロポイント,兵庫県,西宮市,東町１丁目１１−２３,6620922,https://www.zero-point.co.jp/about/index.html,https://www.airmatsu.com/info/info.jsp?infid=194,アパレル・ファッション
1140001090769,株式会社オネスト,兵庫県,西宮市,羽衣町７番３０号,6620051,https://www.honest.co.jp/,https://jevat.com/test/led/online.html,アパレル・ファッション、雑貨・インテリア、健康・サプリ
1140001091230,株式会社ハイエスト,兵庫県,西宮市,上之町１９番８号,6638021,https://highest-group.co.jp/,,スポーツ・アウトドア、健康・サプリ
1140001091239,株式会社クオリティ,兵庫県,西宮市,門戸岡田町９番１２号,6620826,https://qat.co.jp/,,ペット・園芸
1140001091288,株式会社ＱＵＩＮＴＥＴＴＥ,兵庫県,西宮市,山口町香花園１０番５４号,6511424,https://quintette-inc.com/,https://dottours.jp/team/shizuoka-quintette/,アパレル・ファッション、コスメ・美容、健康・サプリ
1140001091569,株式会社ＣＨＩＲＡＳＨＩＷＯ,兵庫県,西宮市,浜町１０番４号,6620942,https://chirashiwo.co.jp/,,食品・飲料
1140001092121,株式会社アウラ,兵庫県,西宮市,甲陽園西山町４番７０号,6620017,https://www.aura-office.co.jp/,https://www.ayura.co.jp/,ペット・園芸
1140001092303,株式会社スタジオカーサ,兵庫県,西宮市,段上町３丁目６番５号,6638006,https://studiocasa-style.com/,,スポーツ・アウトドア、ペット・園芸
1140001092336,株式会社Ｈｅａｌｉｎｇ　Ｃａｒｅ,兵庫県,西宮市,段上町４丁目４番５号,6638006,https://healingcare.co.jp/,,アパレル・ファッション
1140001092344,株式会社アーキコンツェルン,兵庫県,西宮市,津門呉羽町３番２１号,6638245,https://www.kensetumap.com/company/386531/profile.php,,雑貨・インテリア
1140001092897,株式会社豊生リハウス,兵庫県,西宮市,甲子園町２３番６号,6638152,https://www.marusima.co.jp/,,食品・飲料
1140001093037,阪神デーリー運輸株式会社,兵庫県,西宮市,上甲子園４丁目７番３１号,6638114,https://amashin-transport.co.jp/,,食品・飲料
1140001093367,株式会社ＣＯＶＥＲ,兵庫県,西宮市,小松町２丁目４番７号,6638127,https://cover-corp.com/,,食品・飲料
1140001093474,株式会社ｓｏｉ　ａｘｅ,兵庫県,西宮市,神園町１番３号,6620027,https://soijp.com/,https://socie-ec-shop.com/,食品・飲料、健康・サプリ
1140001093821,株式会社ファミールホンダ,兵庫県,西宮市,山口町上山口１丁目１０番１７号,6511421,https://www.honda.co.jp/,https://www.honda.co.jp/,スポーツ・アウトドア
1140001094084,株式会社Ｖｉｔａ　Ｌｕｎｇａ,兵庫県,西宮市,分銅町７番５号,6620042,https://daiwa-kigyo.jp/,https://daiwa-kigyo.jp/,食品・飲料、雑貨・インテリア
1140001094233,株式会社アシストラスト,兵庫県,西宮市,枝川町１４番５８−７１９号,6638143,https://assistrust.jp/,,アパレル・ファッション、健康・サプリ
1140001094373,株式会社ティーオーエス,兵庫県,西宮市,上ケ原五番町２番６０号,6620895,https://www.jtos.co.jp/,,アパレル・ファッション、ペット・園芸、健康・サプリ
1140001095181,株式会社ＥＮＶＹ,兵庫県,西宮市,南昭和町４−１０−１Ｆ,6620834,https://e-nvy.jp/,,ペット・園芸
1140001095512,株式会社Ｗｉｌｌ　ｂｅ,兵庫県,西宮市,戸田町５番３０−６０７号,6620916,https://willbe-corp.com/,https://willbe-corp.com/,アパレル・ファッション、スポーツ・アウトドア
