法人番号,会社名,都道府県,市区町村,番地,郵便番号,URL,カートシステム
1140001070052,阪神友愛食品株式会社,兵庫県,西宮市,鳴尾浜３丁目１０番地１,6638142,https://hanshin-yuai.co.jp/,EC不明
1140001070143,株式会社ファーストフード・キンキ,兵庫県,西宮市,小松南町３丁目１番９号,6638124,https://www.first-kitchen.co.jp/,EC不明
1140001070275,株式会社ペットケアー,兵庫県,西宮市,本町８番１２号,6620914,http://petcare.sakura.ne.jp/,EC不明
1140001070333,本多石油株式会社,兵庫県,西宮市,若草町１丁目６４番地,6638181,https://map.idemitsu.com/b/a/info/0000020516/,EC不明
1140001070408,松本産業株式会社,兵庫県,西宮市,門戸荘７番１５号フラセ上田３階,6620825,http://www.matsumoto-sangyo.co.jp/,EC不明
1140001070647,山本建設株式会社,兵庫県,西宮市,櫨塚町２番１２号,6620854,https://yamamoto-kensetsu.co.jp/,EC不明
1140001071777,株式会社ランドネット,兵庫県,西宮市,高塚町１０番１号,6620066,https://landnet.co.jp/,EC不明
1140001071876,株式会社山本貢資商店,兵庫県,西宮市,山口町阪神流通センター１丁目１０７番地１,6511431,https://www.yamamotokoujishouten.co.jp/,EC不明
1140001071892,株式会社川本ピアノサービス,兵庫県,西宮市,西宮浜２丁目２１番地２,6620934,https://pianosougou.com/,EC不明
1140001073187,株式会社九枚笹本舗,兵庫県,西宮市,高松町３番３−１２０４号,6638204,https://data-link-plus.com/jp/corporation/1140001073187,EC不明
1140001073286,日本抗加齢研究所株式会社,兵庫県,西宮市,雲井町３番１３号,6620064,http://www.anti-aging.gr.jp/,EC不明
1140001073963,株式会社鈴与カーゴサービス西日本,兵庫県,西宮市,西宮浜１丁目２番地,6620934,https://www.suzuyo-scs.co.jp/base/26332/,EC不明
1140001074474,株式会社つばめ薬局,兵庫県,西宮市,市庭町７番１７号,6620975,https://tsubame-ph.co.jp/,EC不明
1140001099059,株式会社日本心理援助専門機構,兵庫県,西宮市,山口町上山口３丁目１５番３号,6511421,https://data-link-plus.com/jp/corporation/1140001099059,EC不明
1140001128602,株式会社関メディスポーツマネジメント,兵庫県,西宮市,甲子園七番町１０番１１号,6638177,http://www.kanmedi-baseball.com/,EC不明
1140001132091,川洋薬粧株式会社,兵庫県,西宮市,六湛寺町９番１０−３０１号,6620918,https://sen.jp/,EC不明
1140001134864,日本Ａ＆Ｄ　ＩＮＶＥＳＴＭＥＮＴ株式会社,兵庫県,西宮市,苦楽園四番町５番４９号,6620088,https://www.jaic-vc.co.jp/,EC不明
1260001029490,株式会社メグミルク宅配ネットワーク,兵庫県,西宮市,山口町阪神流通センター１丁目１０８番地,6511431,https://www.meg-snow.com/,EC不明
1360001015308,株式会社桜花ｐｈａｒｍａｃｙ,兵庫県,西宮市,二見町２番２６号,6638111,https://sakura-pharma.com/,EC不明
2140001067980,株式会社インテリアボーン,兵庫県,西宮市,津門宝津町６番１号,6638232,https://www.kensetumap.com/company/383986/profile.php,EC不明
2140001068938,三和住宅販売株式会社,兵庫県,西宮市,段上町６丁目２１番３４号,6638006,http://sanwa-jyutaku.com/,EC不明
2140001069184,株式会社ジャパン・ペットライフ,兵庫県,西宮市,高木東町３１番３３号,6638033,https://jppetlife.com/,EC不明
2140001069787,日本エアリネン株式会社,兵庫県,西宮市,西宮浜２丁目３１番地,6620934,https://linen-jp.com/airlinen/corporate/,EC不明
2140001069820,株式会社日本フルードシステム,兵庫県,西宮市,甲子園浦風町１３番１０号,6638165,https://oilwater.jp/,EC不明
2140001069894,株式会社日本総研,兵庫県,西宮市,常磐町１番２６号,6620043,https://www.jri.co.jp/,EC不明
2140001069960,株式会社花やしき,兵庫県,西宮市,甲子園口２丁目３番４号,6638113,https://www.hanayashiki.net/,EC不明
2140001070340,株式会社本馬建設,兵庫県,西宮市,西宮浜１丁目２１番２号,6620934,https://www.kensetumap.com/company/384659/profile.php,EC不明
2140001070357,前田食品株式会社,兵庫県,西宮市,西宮浜１丁目３６番地,6620934,https://maedashokuhin.co.jp/,EC不明
2140001070828,六陽製薬株式会社,兵庫県,西宮市,鳴尾浜１丁目６番６３号,6638142,https://sunpharma.com/usa/,EC不明
2140001071132,立花株式会社,兵庫県,西宮市,甲陽園西山町９番２６号,6620017,https://www.tachibana.co.jp/,EC不明
2140001071743,株式会社ティー・アンド・エス近畿販売,兵庫県,西宮市,霞町１番２６号,6620052,https://tands-luggage.jp/,EC不明
2140001071850,西日本工業株式会社,兵庫県,西宮市,戸崎町４番２０号,6638121,https://nishinihonkogyo.co.jp/,EC不明
2140001072130,株式会社システムフード,兵庫県,西宮市,高座町８番５３号,6620872,https://www.sys-food.com/,EC不明
2140001072923,ロティスフード株式会社,兵庫県,西宮市,上ケ原三番町１番３９−１０６号,6620893,https://www.krs.co.jp/,EC不明
2140001073186,株式会社茶利,兵庫県,西宮市,甲陽園西山町８番９号,6620017,https://chari.co.jp/about/,EC不明
2140001073748,日本開発株式会社,兵庫県,西宮市,西宮浜１丁目１０番地,6620934,https://nkaihatsu.com/,EC不明
2140001073822,株式会社スモールアックススポーツ,兵庫県,西宮市,仁川町３丁目１番９号,6620811,https://data-link-plus.com/jp/corporation/2140001073822,EC不明
2140001074705,株式会社四元フードサービス,兵庫県,西宮市,高松町１５番１５号フラッツ西宮１１０号,6638204,https://www.ohsho.co.jp/,EC不明
2140001074787,株式会社相生薬局,兵庫県,西宮市,甲陽園西山町１番５２号,6620017,https://www.aisei.co.jp/,EC不明
2140001080091,日本制動工業株式会社,兵庫県,西宮市,甲子園口１丁目４番１３号,6638113,https://www.nitron.jp/,EC不明
2140001089348,ＧＩＳソフトウェア株式会社,兵庫県,西宮市,津門大箇町５番４０−２０３号,6638243,https://www.esrij.com/,EC不明
2140001094604,新日本不動産管理株式会社,兵庫県,西宮市,分銅町４番８−５０４号,6620042,http://www.shinnihongroup.co.jp/business/fudousan/shinnihon-fudousan,EC不明
2140001097301,株式会社Ｔリース販売,兵庫県,西宮市,すみれ台１丁目１７番地４,6511432,https://www.rastabanana.com/,EC不明
2140001098745,株式会社スマイルネット,兵庫県,西宮市,今津二葉町３番１０号３Ｆ,6638228,http://www.smilenet-corp.jp/company/,EC不明
2140001099256,株式会社ふうりんネットワーク,兵庫県,西宮市,生瀬高台１８番１３号,6691111,https://www.fuurin-taxi.com/content3.html,EC不明
2140001099933,日本水道システム株式会社,兵庫県,西宮市,大屋町２１番２５号,6638106,http://nihon-suidou.co.jp/,EC不明
2140001101616,株式会社日本ＦＢＭコンサルティング,兵庫県,西宮市,苦楽園一番町８番１１号,6620083,https://jfbmc.co.jp/,EC不明
2140001108801,株式会社花未来健康研究所,兵庫県,西宮市,川東町１０番２０−４０７号,6620945,https://data-link-plus.com/jp/corporation/2140001108801,EC不明
2140001114519,株式会社秀花,兵庫県,西宮市,津門稲荷町１番２３号,6638247,https://www.kensetumap.com/company/600970/profile.php,EC不明
3011001122944,旭光製薬株式会社,兵庫県,西宮市,南郷町１２番３３号,6620038,https://www.asahi-kasei.com/,EC不明
3120001208247,日本トップビジネストラベル株式会社,兵庫県,西宮市,薬師町１番１６号,6638024,https://oa-top.co.jp/,EC不明
3120901002427,日本ディストリビューションサービス株式会社,兵庫県,西宮市,甲子園五番町１５番６号,6638175,https://www.jdserve.co.jp/,EC不明
3140001068243,岡本興産株式会社,兵庫県,西宮市,甲子園口３丁目２６番７号,6638113,https://www.okamotogroup.com/,EC不明
3140001068292,関西広告工芸株式会社,兵庫県,西宮市,松原町９番５号,6620912,https://www.kansaikoukoku.com/,EC不明
3140001068301,関西倉本運送株式会社,兵庫県,西宮市,西宮浜２丁目８番地,6620934,https://www.kuramoto-exp.co.jp/,EC不明
3140001068466,株式会社北本商店,兵庫県,西宮市,今在家町３番３号,6620972,https://www.kitamoto1998.co.jp/,EC不明
3140001068540,株式会社熊本建設,兵庫県,西宮市,愛宕山１３番２７号,6620871,https://www.kumamoto-j.info/,EC不明
3140001068838,酒井建設株式会社,兵庫県,西宮市,大畑町１０番１８号,6620836,https://www.sakai-kensetsu1925.co.jp/,EC不明
3140001068854,酒のナカノ株式会社,兵庫県,西宮市,林田町１番３号,6638014,https://www.nakanoshuzou.jp/en/,EC不明
3140001069043,シンメイ事務機販売株式会社,兵庫県,西宮市,鳴尾町３丁目２番８号,6638184,https://www.co-shinmei.com/,EC不明
3140001069068,松竹梅酒造株式会社,兵庫県,西宮市,浜町１３番１０号,6620942,https://www.takarashuzo.co.jp/products/seishu/shochikubai/,EC不明
3140001069662,株式会社中本リビングプロダクツ,兵庫県,西宮市,若草町２丁目４番７号,6638181,https://www.kensetumap.com/company/384350/profile.php,EC不明
3140001069786,株式会社日本アイ・アール,兵庫県,西宮市,西平町１番５号,6620093,https://www.nar-corp.com/,EC不明
3140001069803,日本スウェージロック株式会社,兵庫県,西宮市,鳴尾浜１丁目１番地１,6638142,https://www.japan.swagelok.com/,EC不明
3140001069811,日本庭園石材株式会社,兵庫県,西宮市,西宮浜２丁目４２番地,6620934,http://www.nihonteien.jp/,EC不明
3140001069869,日本盛株式会社,兵庫県,西宮市,用海町４番５７号,6620921,https://www.nihonsakari.co.jp/index.shtml,EC不明
3140001069902,株式会社野田ホンダ販売,兵庫県,西宮市,中須佐町１番６号,6620851,https://dealer.honda.co.jp/hondacars-nishinomiyachuo/company/,EC不明
3140001070439,株式会社マルゼン宮本酒店,兵庫県,西宮市,西波止町５番２５号,6620933,https://www.maruzen-kitchen.co.jp/company/jigyousyo/,EC不明
3140001070736,ワールド・ウォッチ販売株式会社,兵庫県,西宮市,高木東町１９番９号,6638033,https://world-wide-watch.jp/,EC不明
3140001070851,株式会社日本サクドリー,兵庫県,西宮市,上甲子園４丁目２番６号,6638114,http://www.sakudory.co.jp/,EC不明
3140001071189,クリネット株式会社,兵庫県,西宮市,室川町５番２５号,6620863,https://www.clinet.co.jp/index.html,EC不明
3140001071338,株式会社きんきギフト,兵庫県,西宮市,小松町２丁目５番１５号,6638127,https://www.kinki.coop/ef/,EC不明
3140001071602,株式会社ハウジングネットワーク,兵庫県,西宮市,松籟荘１１番１５号,6620822,https://www.housing-network.com/,EC不明
3140001071692,株式会社花,兵庫県,西宮市,松ケ丘町１０番９号,6620061,https://flowershop-hana.com/,EC不明
3140001071809,すみれ不動産販売株式会社,兵庫県,西宮市,今津曙町４番２４号,6638214,https://www.sumirefudosan.com/,EC不明
3140001072336,株式会社日本耐震システム,兵庫県,西宮市,神楽町５番５号,6620977,https://www.seishin-system.com/,EC不明
3140001072344,スウィート・ホーム不動産販売株式会社,兵庫県,西宮市,上甲子園４丁目１１番３４号,6638114,https://sweet-home.co.jp/,EC不明
3140001073706,株式会社健康生活,兵庫県,西宮市,高須町１丁目７−１２−８０２,6638141,http://www.kenkouseikatsu.co.jp/,EC不明
3140001074035,ベステック不動産販売株式会社,兵庫県,西宮市,下大市東町１７番８号,6638004,http://vestec.co.jp/,EC不明
3140001074514,株式会社花鳥風月,兵庫県,西宮市,山口町下山口４丁目１７番１９号,6511412,https://www.kachoufuugetsu.com/wp/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%8A%B1%E9%B3%A5%E9%A2%A8%E6%9C%88-company-profile/,EC不明
3140001090338,宮本地質株式会社,兵庫県,西宮市,高畑町１番３１号,6638202,https://miyamoto21.co.jp/company/about,EC不明
3140001090362,ビーンズ不動産販売株式会社,兵庫県,西宮市,甲子園一番町１１番１７号,6638171,https://www.beansreal.com/,EC不明
3140001121332,株式会社ファミリーストアオカダ,兵庫県,西宮市,青木町８番１０号,6620862,https://cnavi.g-search.or.jp/detail/3140001121332.html,EC不明
3140001142147,株式会社北本建設工業,兵庫県,西宮市,今津久寿川町８番３号,6638222,http://kitaken1970.com/,EC不明
4120001042868,株式会社熊谷本社,兵庫県,西宮市,松風町５番３,6620073,https://www.kumagai-co.com/,EC不明
4120001047941,株式会社モリアド工芸,兵庫県,西宮市,老松町６番２２号,6620085,http://moriad-signs.com/,EC不明
4120001144763,阪本製薬株式会社,兵庫県,西宮市,上甲子園２丁目３番１６号,6638114,https://sakampow.com/,EC不明
4120002069209,株式会社橋本エステート,兵庫県,西宮市,高座町３番２８号,6620872,https://houjin.goo.to/corporations/4120002069209/url,EC不明
4140001054358,株式会社クレオネット,兵庫県,西宮市,上大市４丁目６番２２号,6638003,https://www.creo-net.jp/,EC不明
4140001067946,株式会社イスズフード,兵庫県,西宮市,津門呉羽町２番４５号,6638245,https://x.com/isuzufoods,EC不明
4140001068168,エル・パセオ不動産販売株式会社,兵庫県,西宮市,戸田町２番２１号,6620916,https://www.elpaseo.co.jp/,EC不明
4140001068192,大阪山陽食品株式会社,兵庫県,西宮市,戸崎町４番１９号,6638121,https://sanyos.co.jp/,EC不明
4140001068309,株式会社関西ネット,兵庫県,西宮市,六湛寺町９番８号,6620918,https://www.k-medicalnet.co.jp/,EC不明
4140001068465,北本地所株式会社,兵庫県,西宮市,馬場町１番４号,6620915,https://www.mec-h.com/office/detail/D37,EC不明
4140001068754,光和薬品商事株式会社,兵庫県,西宮市,甲子園町６番２７号,6638152,https://kohwa-shoji.co.jp/,EC不明
4140001069034,新日本流通株式会社,兵庫県,西宮市,和上町６番１０号,6620971,https://snr6p.co.jp/,EC不明
4140001069406,株式会社多田アパレル,兵庫県,西宮市,鷲林寺１丁目３番３号,6620004,https://www.tada-beauty.co.jp/,EC不明
4140001069513,テス販売株式会社,兵庫県,西宮市,今在家町１番８号,6620972,https://mono.ipros.com/company/detail/2025751/,EC不明
4140001069637,株式会社中寿美花壇,兵庫県,西宮市,新甲陽町５番２号,6620013,http://nakasumikadan.com/,EC不明
4140001069661,中本産業株式会社,兵庫県,西宮市,甲子園九番町１４番１号,6638179,https://www.nakamoto-3r.com/,EC不明
4140001069728,西日本ハウス株式会社,兵庫県,西宮市,戸崎町４番２０号,6638121,https://e-yufuin.co.jp/,EC不明
4140001069793,日本クーラー株式会社,兵庫県,西宮市,津門大箇町３番２１号,6638243,http://nihon-cooler.ecnet.jp/,EC不明
4140001069802,日本キトサン株式会社,兵庫県,西宮市,下大市西町１３番２３号,6638005,https://www.koyochemical.jp/product/chitosan,EC不明
4140001069810,日本浄水株式会社,兵庫県,西宮市,霞町５番１６号,6620052,https://n-josui.co.jp/,EC不明
4140001069827,日本容器商事株式会社,兵庫県,西宮市,鳴尾浜２丁目１４番地,6638142,https://nihonyoki.co.jp/company/,EC不明
4140001070454,株式会社マリン・ネットワーク,兵庫県,西宮市,西宮浜２丁目３番３号,6620934,https://www.marine-network.jp/,EC不明
4140001070586,株式会社森本保険事務所,兵庫県,西宮市,里中町２丁目１番２８号,6638183,https://akahanehoken.com/,EC不明
4140001070603,株式会社安田文具店,兵庫県,西宮市,馬場町４番２０号,6620915,https://yasudabungu.co.jp/,EC不明
4140001070636,株式会社ヤマネ工芸,兵庫県,西宮市,津門川町２番９号,6638233,https://yamane-modeling.jp/,EC不明
4140001070909,伊藤ハムミート販売西株式会社,兵庫県,西宮市,高畑町４番２７号,6638202,https://www.itoham-mhwest.com/,EC不明
4140001070966,岡本金属工業株式会社,兵庫県,西宮市,本町１番３号,6620914,https://www.okamoto-kinzoku.com/,EC不明
4140001071213,株式会社橋本アセットマネジメント,兵庫県,西宮市,甲風園１丁目１０番１号サテライトビル２,6620832,https://www.hcax.com/,EC不明
4140001071618,西日本産業株式会社,兵庫県,西宮市,甲子園口２丁目２１番２１号,6638113,https://www.aladdin-boy.co.jp/,EC不明
4140001071849,株式会社西日本マネージメント・データ・リサーチ,兵庫県,西宮市,和上町５番９号西宮ビル,6620971,https://data-link-plus.com/jp/corporation/4140001071849,EC不明
4140001071972,関西ネット不動産株式会社,兵庫県,西宮市,天道町２５番７号,6638104,https://www.fudousan-takase.jp/,EC不明
4140001072310,株式会社西日本物流システムサービス,兵庫県,西宮市,山口町阪神流通センター２丁目１２番地,6511431,https://nishibutsu.jp/,EC不明
4140001072335,株式会社西日本中央建宅,兵庫県,西宮市,城ケ堀町３番２０−４０１号,6620856,https://www.oshimaland.co.jp/,EC不明
4140001072888,株式会社日本通信機器販売,兵庫県,西宮市,鳴尾町１丁目３番１６号,6638184,https://nitsuki.co.jp/,EC不明
4140001073119,株式会社サンエーフード,兵庫県,西宮市,高木東町１１番３８号,6638033,http://www.sane-food.co.jp/,EC不明
4140001073234,西日本不動産株式会社,兵庫県,西宮市,今津野田町１番３１号,6638212,https://www.nishinihonfudousan.com/,EC不明
4140001073259,株式会社森本商会,兵庫県,西宮市,甲子園口２丁目７番１７号,6638113,https://www.morimoto-s.com/,EC不明
4140001073936,夙川住宅販売株式会社,兵庫県,西宮市,松生町１２番２１号,6620076,http://www.s-jh.co.jp/,EC不明
4140001086830,株式会社日本電気工業,兵庫県,西宮市,市庭町５番１号,6620975,https://jpn.nec.com/profile/corp.html,EC不明
4140001089156,関西菓子協同配送株式会社,兵庫県,西宮市,西平町１４番２２号,6620093,https://www.coop-takuhai.jp/,EC不明
4140001093942,株式会社プラネット,兵庫県,西宮市,今津曙町３番１０−２０１号,6638214,https://www.planet-van.co.jp/,EC不明
4140001100946,株式会社ガーネットスター,兵庫県,西宮市,熊野町１３−１９エクセル熊野ＩＩ３０２号,6638103,https://garnetstar.jp/index.html/,EC不明
4140001114995,株式会社岡本エステージメント,兵庫県,西宮市,殿山町２番５−４号,6620065,https://www.okamoto-inc.jp/,EC不明
4140001120093,朝日新聞西宮販売株式会社,兵庫県,西宮市,常磐町１番３７号,6620043,https://nishihan.myasa.jp/s/aboutus.html,EC不明
4140001120606,岡本防災株式会社,兵庫県,西宮市,染殿町５番２２号１階,6620913,https://www.okamotobosai.jp/company/,EC不明
4140001133104,クリード不動産販売株式会社,兵庫県,西宮市,染殿町１１番４号,6620913,https://www.creild-re.jp/,EC不明
5013201018417,日本皮膚科学研究所株式会社,兵庫県,西宮市,小松南町１丁目３番地３４号,6638124,https://www.dermatol.or.jp/,EC不明
5120001150422,阪神建設機械販売株式会社,兵庫県,西宮市,甲子園四番町１１番２１号,6638174,https://www.hitachicm.com/jp/ja/,EC不明
5120001166575,株式会社インターマーケット,兵庫県,西宮市,山口町下山口５丁目１５番５号,6511412,https://intermarket.co.jp/,EC不明
5140001023171,エルシーファッション株式会社,兵庫県,西宮市,段上町６丁目１５−１２アルカディア段上３０５,6638006,https://lois.co.jp/,EC不明
5140001028303,株式会社コスメティック・トミー,兵庫県,西宮市,鷲林寺南町２番２１号,6620002,https://jp.atomy.com/main,EC不明
5140001067937,生野ブラザー販売株式会社,兵庫県,西宮市,門戸岡田町９番３１号,6620826,https://www.brother.co.jp/corporate/bsl/index.aspx,EC不明
5140001068877,株式会社サザエ食品,兵庫県,西宮市,上大市４丁目１７番１８号,6638003,https://www.sazae.co.jp/,EC不明
5140001068885,株式会社三州瓦販売センター,兵庫県,西宮市,甲子園口４丁目２２番２２号,6638113,http://www.sansyuu.net/shop/,EC不明
5140001068976,株式会社ジア本部技術研究所,兵庫県,西宮市,池田町７番３４号,6620911,https://www.jias.co.jp/,EC不明
5140001069033,新日本ホームズ株式会社,兵庫県,西宮市,神垣町１０番２１−６０６号,6620865,https://snph.jp/,EC不明
5140001069090,株式会社夙北薬局,兵庫県,西宮市,結善町５番２８号,6620037,https://data-link-plus.com/jp/corporation/5140001069090,EC不明
5140001069405,株式会社田澤洋服店,兵庫県,西宮市,今在家町３番２７号,6620972,https://dachs.jp/,EC不明
5140001069586,株式会社トップフード,兵庫県,西宮市,上甲東園３丁目９番１号,6620813,https://topfood.jp/about/,EC不明
5140001069660,株式会社中本建設,兵庫県,西宮市,若草町２丁目４番７号,6638181,https://nakamotokensetsu.com/,EC不明
5140001069727,西日本テクニカル株式会社,兵庫県,西宮市,柏堂西町４番２７号,6620098,https://www.nitech.co.jp/,EC不明
5140001069768,チェリー西宮販売株式会社,兵庫県,西宮市,両度町１番２７号,6620841,https://www.cherry-nishinomiya.co.jp/,EC不明
5140001069792,日本工機株式会社,兵庫県,西宮市,安井町５番４５号,6620045,https://www.nippon-koki.co.jp/,EC不明
5140001069801,株式会社日本建築設計工務,兵庫県,西宮市,馬場町１番１３号ルネ八番館３０１号室,6620915,https://www.nikken.co.jp/ja/,EC不明
5140001069818,日本デリカ運輸株式会社,兵庫県,西宮市,山口町阪神流通センター３丁目５番地の２,6511431,https://www.nippon-delica.co.jp/,EC不明
5140001069826,株式会社日本マネジメントグループ,兵庫県,西宮市,津門西口町９番１２号,6638231,https://www.nomura.com/jp/,EC不明
5140001069958,花澤タイル株式会社,兵庫県,西宮市,南甲子園２丁目５番１１号,6638153,https://cnavi.g-search.or.jp/detail/5140001069958.html,EC不明
5140001070032,株式会社阪神酒販,兵庫県,西宮市,段上町７丁目１番３５号,6638006,https://hanshinshuhan.co.jp/,EC不明
5140001070404,松本金属株式会社,兵庫県,西宮市,西宮浜４丁目６番８号,6620934,https://www.matukin.net/,EC不明
5140001070412,松本薬品株式会社,兵庫県,西宮市,下大市西町８番１６号,6638005,https://matsuyaku.co.jp/company,EC不明
5140001070486,水本産業株式会社,兵庫県,西宮市,浜甲子園２丁目７番２３号,6638154,https://www.mizumoto-mm.co.jp/,EC不明
5140001070585,株式会社森本造園,兵庫県,西宮市,柏堂町９番８号,6620097,https://m-zouen.jp/,EC不明
5140001070965,ライト工芸株式会社,兵庫県,西宮市,門前町６番１３号,6638013,https://raito.biz/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85,EC不明
5140001071030,産業サービス販売株式会社,兵庫県,西宮市,西宮浜１丁目２４番地,6620934,https://sangyou-s.jp/,EC不明
5140001071740,株式会社テクノネット,兵庫県,西宮市,岡田山４番１６４号,6620827,https://technonet.co.jp/,EC不明
5140001072771,株式会社丸進工芸社,兵庫県,西宮市,天道町２３番３号,6638104,https://www.zehitomo.com/profile/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%B8%E9%80%B2%E5%B7%A5%E8%8A%B8%E7%A4%BE-5QdxUwguR/pro,EC不明
5140001073126,甲子園健康食品株式会社,兵庫県,西宮市,甲子園九番町９番５号富士ハウス１０２号,6638179,https://seizaemon-onlineshop.com/,EC不明
5140001073241,丸貴管鋼販売株式会社,兵庫県,西宮市,羽衣町４番１４号,6620051,https://www.nikkei.com/compass/company/pETYFBf4UJKBUUeLyMoMgp,EC不明
